Provinsi,Jenis Faskes,Nama Faskes,Alamat Faskes
MALUKU,"Dokter Umum","PUSKESMAS WATURU",""
MALUKU,"Dokter Umum","PUSKESMAS WUNLA",""
MALUKU,"Dokter Umum","PUSKESMAS SAUMLAKI",""
MALUKU,"Dokter Umum","PUSKESMAS ADAUT",""
MALUKU,"Dokter Umum","PUSKESMAS SEIRA",""
MALUKU,"Dokter Umum","PUSKESMAS TEPA",""
MALUKU,"Dokter Umum","PUSKESMAS LETWARUNG",""
MALUKU,"Dokter Umum","PUSKESMAS MAHALETA",""
MALUKU,"Dokter Umum","PUSKESMAS SERWARU",""
MALUKU,"Dokter Umum","PUSKESMAS WERWARU",""
MALUKU,"Dokter Umum","SELVI, DR","NAMLEA"
MALUKU,"Dokter Umum","JUSNAN C MOKOGINTA, DR","JL FLAMBOYAN NAMLEA"
MALUKU UTARA,"Dokter Umum","DR. FRANSISREN","JL. RAYA WEDA"
MALUKU UTARA,"Dokter Umum","Fransisren","Loeteglas"
MALUKU UTARA,"Dokter Umum","Shakila Alkatiri","Jln. Raya Lelilef Woebulan"
MALUKU UTARA,"Dokter Umum","DR. SOESANTY","JLN. HASAN ESA TERNATE"
MALUKU UTARA,"Dokter Umum","DR. HEIDY LITAN","JL.MONUNUTU NO. 141 "
MALUKU UTARA,"Dokter Umum","DR. IFZAL","JL. SULTAN KHAIRUN TERNATE"
MALUKU UTARA,"Dokter Umum","DR ANI MUJIYATI","JL.PAHLAWAN REVOLUSI "
MALUKU UTARA,"Dokter Umum","DR. CHAIRUNNISA AMAL, M.KES","JL.PEMUDA NO.278 DPN SDN DUFA2"
MALUKU UTARA,"Dokter Umum","DR. ALWIA ASSAGAF, M.KES","JLN. KAPITAN PATTIMURA"
MALUKU UTARA,"Dokter Umum","DR. ANDI SAKURAWATI","JLN. RAYA MANGGA DUA"
MALUKU UTARA,"Dokter Umum","DR. FERIAL","JLRAYA JATI PERUMNAS "
MALUKU UTARA,"Dokter Umum","DR. KHATIMAH ALBAAR","APOTIK KIMIA FARMA KALUMATA JL"
MALUKU UTARA,"Dokter Umum","DR. RITA YANTI","JLN. RAYA KALUMATA"
MALUKU UTARA,"Dokter Umum","DR. ANDI FITRIANI","APOTEK KIMIA FARMA  JLN. SANTO"
MALUKU UTARA,"Dokter Umum","DR. PAWA JULIANTI RACHMI","JLN. RAYA TANAH TINGGI MALIARO"
MALUKU UTARA,"Dokter Umum","DR. ASTRI DEWINA PRATIWI","Jln. Raya Bastiong"
MALUKU UTARA,"Dokter Umum","Dr. HAMID SYAHRUDIN","JL. RAYA MANGGA DUA NO. 710"
MALUKU UTARA,"Dokter Umum","Dr. DJOHRA AMALIA","JLN. KAPITAN PATTIMURA"
MALUKU UTARA,"Dokter Umum","ppk lain-lain","kel.toboko"
MALUKU UTARA,"Dokter Umum","Dr. UMMU HANI","TAPAK KOMP RUKO JATILAND"
MALUKU UTARA,"Dokter Umum","dr. Tuthanurani Nachrawy (JST)","JALAN PAHLAWAN REVOLUSI, NO 50"
MALUKU UTARA,"Dokter Umum","dr. Ali Akbar Taslim","PEMUDA NO. 278"
MALUKU UTARA,"Dokter Umum","dr. Yayu Dwinita Jasin","PEMUDA NO. 278"
MALUKU UTARA,"Dokter Umum","dr. Fathiyah Suma, M.Kes","JL. PEMUDA NO. 278"
MALUKU UTARA,"Dokter Umum","dr. Zulkifli Bachmid CH","Jln. Pahlawan Revolusi,"
MALUKU UTARA,"Dokter Umum","dr. MASITAH","JL. SULTAN KHAIRUN TERNATE"
MALUKU UTARA,"Dokter Umum","dr. KASMAN HABIB","Terminal Cinta No 13"
MALUKU UTARA,"Dokter Umum","Dr. Baby Shinta Dewi","Jl. Akeebooca"
MALUKU UTARA,"Dokter Umum","Dr. Rasnayani Taraju","Jl. Akebooca"
MALUKU UTARA,"Dokter Umum","Dr. Halida Safirah","Jl. Akeebooca"
MALUKU UTARA,"Dokter Umum","dr. Sry Astuti Hormati","JLN. KESATRIAN, KAMP. MAKASSAR"
MALUKU UTARA,"Dokter Umum","dr.Reymon Alexander Parengkuan","Jln. Terminal Ciinta No.13"
MALUKU UTARA,"Dokter Umum","dr. Janette S. Pontororing","Jln. Julung"
MALUKU UTARA,"Dokter Umum","dr. Dian Sukma Rahayu Dano Pa","Jln. Sultan Babullah "
MALUKU UTARA,"Dokter Umum","DR. YULINDA","JL.PAHLAWAN REVOLUSI NO.178"
MALUKU UTARA,"Dokter Umum","DR. DINA FEBRIYANTI MASUKU","JLN.KAYU MANIS "
MALUKU UTARA,"Dokter Umum","DR. NAHDA NASYIA KARISSA","JL. BELAKANG PERUMAHAN LOUW PERMAI BLOK A"
MALUKU UTARA,"Dokter Umum","DR. SYAFRULLAH RADJILUN","DESA GUFASA KEC. JAILOLO"
MALUKU UTARA,"Dokter Umum","DR. RAHAYU A. GAFUR","DESA HATEBICARA KEC. JAILOLO"
MALUKU UTARA,"Dokter Umum","DR. FREDY SUTANTO","kemakmuran"
MALUKU UTARA,"Dokter Umum","dr. AMANDA RAY RAY (JST)","JL. TRANS HALUT TOBELO"
MALUKU UTARA,"Dokter Umum","dr. DEVIE C. BITJOLI, M.SI","JL. P. BANGIDJO NO.2, DESA WKO"
MALUKU UTARA,"Dokter Umum","dr. DOTO VINICIUS RAY RAY","GAMSUNGI"
MALUKU UTARA,"Dokter Umum","dr. Sherly Jovianto","JL. GAMSUNGI"
MALUKU UTARA,"Dokter Umum","dr. Markiana Ginting","DESA GORUANG KEC. KAO"
MALUKU UTARA,"Dokter Umum","DR. MEKY SUHENDRA","JL.TRANS HALUT"
MALUKU UTARA,"Dokter Umum","POSKES 16.10.02 SAUMLAKI","JL. NEMTEK"
MALUKU UTARA,"Dokter Umum","dr.  Richard A. Kamarullah","JALAN TANAH ABANG LABUHA"
MALUKU UTARA,"Dokter Umum","KLINIK AL-KHAERAT","LABUHA"
MALUKU UTARA,"Dokter Umum","dr. Richard A Kamarullah (JSP)","Jl. PANTAI LABUHA"
MALUKU UTARA,"Dokter Umum","dr. Indra Permana Surachman","Jln. Raya Mandaong"
MALUKU UTARA,"Dokter Umum","dr. Akbar","Jl. Raya Labuha-Babang"
MALUKU UTARA,"Dokter Umum","dr. Wirda Alkatiri","JLN. PASAR LAMA DESA LAIWUI"
MALUKU UTARA,"Dokter Umum","dr. Amalia Zahria Soamole","Jln. Jend. Ahmad Yani"
MALUKU UTARA,"Dokter Umum","DR. SEHAT KABAU","JLN. JENDERAL BESAR SOEHARTO"
MALUKU UTARA,"Dokter Umum","DR. M. ALI IMRAN","BULI"
MALUKU UTARA,"Dokter Umum","DR. EMMY RIDHAWATY MANGUNSONG","JL. MABA"
MALUKU UTARA,"Dokter Umum","dr. Raichana Saimima","PERUMAHAN DINAS RSUD NO.2 MABA"
MALUKU UTARA,"Dokter Umum","Asril Abdul Saad","Jln. Transhalmahera"
MALUKU UTARA,"Dokter Umum","DR ABDULLAH MARADJABESSY (NON)","SOASIO"
MALUKU UTARA,"Dokter Umum","DR ABDULLAH MARADJABESSY (NON)","SOASIO"
MALUKU UTARA,"Dokter Umum","DR. HARUN KONORAS","TOMALOU"
MALUKU UTARA,"Dokter Umum","dr. Aswia Maradjabessy, SpS, M","Kemakmuran"
MALUKU UTARA,"Dokter Umum","dr. Helda Malubaya"," JLN SULTAN MANSUR "
MALUKU UTARA,"Dokter Umum","dr. Hartini Jainuddin","Kel. Gurabatai RT 03"
MALUKU UTARA,"Dokter Umum","DR. FARIDA","JL. LINTAS HALMAHERA"
MALUKU UTARA,"Dokter Umum","dr. Diana Pinangkaan","JL. KAMPUNG CINA"
MALUKU UTARA,"Dokter Umum","DR. NOVINDRA .A.J HUMBAS","LOC NO 361 DESA DARAME"
MALUKU UTARA,"Dokter Umum","DR. DARMAWATI SAHAFI","JLN.KAPTEN NAIMAN LORONG BPJS "
MALUKU UTARA,"Dokter Umum","DR.TOTON ZULKAMAD.F","DARUBA MOROTAI SELATAN"
MALUKU UTARA,"Dokter Umum","DR.HENGKY G.KHOSUMA","TOBELO"
MALUKU UTARA,"Dokter Umum","DR.TRI HARMONO","JAILOLO"
MALUKU UTARA,"Dokter Umum","DR DEVI GANDATAMA","GUAIMAADU"
MALUKU UTARA,"Dokter Umum","DR.I.GEDE DWI DARMAYANA","GALALA"
MALUKU UTARA,"Dokter Umum","DR.TAHA ALBAAR","TOMOLOU"
MALUKU UTARA,"Dokter Umum","DR.ABDULLAH MARADJABESSY (NON)","KEL.INDONESIANA"
MALUKU UTARA,"Dokter Umum","DR.HARUN KONORAS","OME"
MALUKU UTARA,"Dokter Umum","DR. M. NATSIR UMAR","PAYAHE"
MALUKU UTARA,"Dokter Umum","DR.I.GEDE DWI DARMAYANA","GALALA"
MALUKU UTARA,"Dokter Umum","DR.ABROR MISTAHUDIN","WEDA"
MALUKU UTARA,"Dokter Umum","DR.EVA WANI","WAIRORO"
MALUKU UTARA,"Dokter Umum","ESA DJAFAR,AMK","PATANI"
MALUKU UTARA,"Dokter Umum","ADE SALMAN,AMK","DOROSAGU"
MALUKU UTARA,"Dokter Umum","DR.M.TAUFIK","WEDA"
MALUKU UTARA,"Dokter Umum","DR.M.NASIR","BULI"
MALUKU UTARA,"Dokter Umum","TAHER YASIN,AMK","BICOLI"
MALUKU UTARA,"Dokter Umum","MUNIR KAMARULLAH,AMK","LOLOBATA"
MALUKU UTARA,"Dokter Umum","DR.INDRA DEWI PUSPITA","DODAGA"
MALUKU UTARA,"Dokter Umum","DR.MUHADI","SUBAIM"
MALUKU UTARA,"Dokter Umum","KHADIDJAH MUHAMMAD","NUSAJAYA"
MALUKU UTARA,"Dokter Umum","SRI AGUSTINI","PULAU GEBE"
MALUKU UTARA,"Dokter Umum","DR.ENDANG S.SOETOYO","SOASIO"
MALUKU UTARA,"Dokter Umum","DR.FAJAR EKO","PAYAHE"
MALUKU UTARA,"Dokter Umum","DR.RIZKI ADRIANYAH","NUSAJAYA"
MALUKU UTARA,"Dokter Umum","DR.JURI HENDRAJADI","WAIRORO"
MALUKU UTARA,"Dokter Umum","DR.RAYES ISKANDAR GINTING","PATANI"
MALUKU UTARA,"Dokter Umum","DR.DWI HAND","LOLOBATA"
MALUKU UTARA,"Dokter Umum","SOLEMAN KAMALA","WAYAML"
MALUKU UTARA,"Dokter Umum","DR.AMRIL MACHMUD (Alm)","JL.MANGGA DUA"
MALUKU UTARA,"Dokter Umum","DR.HARIYADI","JL.PAHLAWAN REVOLUSI"
MALUKU UTARA,"Dokter Umum","DR.SALWA AHMAD","JL.HASAN ESA"
MALUKU UTARA,"Dokter Umum","DR. TUTHANURANY NACHRAWY","JL. SULTAN BABULLAH"
MALUKU UTARA,"Dokter Umum","DR.CHAIRUL BACHMID","JL.SULTAN KHAIRUN"
MALUKU UTARA,"Dokter Umum","DR.FASNI HALIL","JL.PAHLAWAN REVOLUSI"
MALUKU UTARA,"Dokter Umum","DR.BUDIASTUTI D.M.KES","JL.BASTIONG RAYA"
MALUKU UTARA,"Dokter Umum","DR.ELVIA SOVERIANA","JL.HASAN ESA"
MALUKU UTARA,"Dokter Umum","PUSKESMAS KUPA KUPA","KUPA - KUPA"
MALUKU UTARA,"Dokter Umum","DR FERDIAN HIDAYAT","LABUHA"
MALUKU UTARA,"Dokter Umum","DR SURAHMAT"," JL. OESMAN SYAH LABUHA "
MALUKU UTARA,"Dokter Umum","DR ABDULLAH MARADJABESSY"," JLN KEMAKMURAN "
MALUKU UTARA,"Dokter Umum","DR FAJAR PUJI WIBOWO","JL SULTAN MANSUR"
MALUKU UTARA,"Dokter Umum","DR ZUHRINAH R","SOASIO"
PAPUA,"Dokter Umum","dr. Roike Dani Djou","JLN. TMP POLDER"
PAPUA,"Dokter Umum","dr. Muliani Halim     ","JL. NATUNA"
PAPUA,"Dokter Umum","MERYLIN OKTAVIA RONOKO, DR.","POLIKLINIK POLRES"
PAPUA,"Dokter Umum","DENI NUGRAHA, DR.","Jalan Raya Mandala Muli 293"
PAPUA,"Dokter Umum","RINDANG PRIBADI MARAHABA, DR","JLN. PROTOKOL KUPRIK"
PAPUA,"Dokter Umum","dr. muliani halim","jl. gang dolak"
PAPUA,"Dokter Umum","dr. Paul Justus Simon Kalalo","JL SUKARJOWIRYOPRANOTO NO 2"
PAPUA,"Dokter Umum","ANCE IMELDA BETAUBUN","JL. TMP POLDER"
PAPUA,"Dokter Umum","dr. Benyamin Simatupang","JL. TRIKORA NO 6"
PAPUA,"Dokter Umum","dr. Rifani N. Lanuru","JL. Brawijaya Depan PLTD"
PAPUA,"Dokter Umum","dr. Putra Noviandhika","JL.RAYA MANDALA NO.5"
PAPUA,"Dokter Umum","DR. WAHYUDI EKO PRASETYO","JLN. RAYA MANDALA NOMOR 17 "
PAPUA,"Dokter Umum","MARGARETH PIESESHA PASARIBU","JL. POROS BLOREP"
PAPUA,"Dokter Umum","DR. GRAVNY B GRAVITA ANDARISTA","APOTIK SUMBER WARAS, KOMPLEKS NIAGA SEMESTA (KNS) I NO C4"
PAPUA,"Dokter Umum","DR. MAREYKE MAGRITHA KULANG","JL.RAYA MANDALA"
PAPUA,"Dokter Umum","dr. Gerald Hendriks Langingi","JLN. HOM HOM WAMENA"
PAPUA,"Dokter Umum","dr. Ondolan Rajoki Gultom","JLN. IRIAN, APT ARSITA RATU"
PAPUA,"Dokter Umum","dr. Andrew R.C Runtu","Klinik Grace - Jl. Trikora"
PAPUA,"Dokter Umum","dr. Lorina","JL. TRIKORA WAMENA"
PAPUA,"Dokter Umum","dr. Marthen Pasinggih","JLN.RAYA KEMIRI NO.4 SENTANI"
PAPUA,"Dokter Umum","dr. Z. Gustinawati Ratu","JL. HINEKOMBE, APotek TALENTA "
PAPUA,"Dokter Umum","dr. Chici Pratiwi","Jln. Sosial Sentani"
PAPUA,"Dokter Umum","dr. Indra Harianto Rante","Jln. Pasir RT.001/RW.I Flavouw"
PAPUA,"Dokter Umum","DR EDYSON MARSAHALA L. GAOL","JL RAYA KEMIRI SENTANI DEPAN Y"
PAPUA,"Dokter Umum","DR WAHYUDDIN  ADAM","JL. PASIR HITAM"
PAPUA,"Dokter Umum","JOHNNY B ABAA, DR","JL. GAJAH MADA APT. MENARA FAR"
PAPUA,"Dokter Umum","JERRY D BUKARAKOMBANG, DR","JLYOS SUDARSO APT MITRA ANANDA"
PAPUA,"Dokter Umum","dr. Meyliana Suthelie","JLN. FRANS KAISEPO"
PAPUA,"Dokter Umum","dr. Agnes Irayne Lakoi","JALAN DIPONEGORO SERUI"
PAPUA,"Dokter Umum","DR. ROLAN JOHANES JOSEPH NUSSY","JALAN FRANS KAISEPO - SERUI"
PAPUA,"Dokter Umum","DR. MIRYAM GRESTIKA SILITONGA","JL. PANGERAN DIPONOGORO"
PAPUA,"Dokter Umum","DR. ANDI RAYA SARJATNO","JALAN KPR BPD SERUI, DEPAN GEREJA GKI KAPERNAUM, SERUI-PAPUA"
PAPUA,"Dokter Umum","ESRA MEDY RURA, DR","JL. SELAT MAKASSAR BIAK"
PAPUA,"Dokter Umum","OHORELLA IMRAN, DR","JL. Imam Bonjol Hadi Lantai 2"
PAPUA,"Dokter Umum","BENYAMIN PALILU, DR","JL. SELAT MAKASSAR (APOTEK NUR"
PAPUA,"Dokter Umum","SYUKRI , DR","KLINIK BUNDA JL. YAFDAS"
PAPUA,"Dokter Umum","PURNAMA, DR","JL. Selat Sunda Klinik Tefilla"
PAPUA,"Dokter Umum","SARIFA MUMUAN, DR","JL. SELAT SUNDA (APT. TEFILA)"
PAPUA,"Dokter Umum","dr. Gerard Anthonius Juswanto","Jln Diponegoro No 148"
PAPUA,"Dokter Umum","DR. JENGGO SUWARKO","DIPONEGORO NO.148 BIAK"
PAPUA,"Dokter Umum","dr. Elvira Cesarena","WOLTER MONGINSIDI NO. 3"
PAPUA,"Dokter Umum","DR. LIA YARANGGA","JL. IMAM BONJOL BIAK"
PAPUA,"Dokter Umum","DR. MICHAEL S.K NAINGGOLAN","JL. RAYA YAFDAS, SAMOFA - BIAK"
PAPUA,"Dokter Umum","DR. DEIBY D. RAMEHIANG","JL. WARDO-KOREM"
PAPUA,"Dokter Umum","DR. YUSUF RUMBIAK","JALAN DOMINGGUS KBAREK"
PAPUA,"Dokter Umum","dr. King Alexander","JL.YOS SUDARSO,KLINIK SAID"
PAPUA,"Dokter Umum","dr. Sieltiel","JL.PENDIDIKAN NO.1 APT.ESLTAR "
PAPUA,"Dokter Umum","dr. Julcharnaeni J Malonda","APOTIK MITRA FARMA TIMIKA"
PAPUA,"Dokter Umum","dr. Soleh","KLINIK TRIKORA"
PAPUA,"Dokter Umum","dr. Ronald Tikuali","JL.AHMAD YANI MIMIKA"
PAPUA,"Dokter Umum","dr. Juliana Galingging (JST)","JL. YOS SUDARSO"
PAPUA,"Dokter Umum","dr. Olivia Desty Sabunga","Jl.Hasanudin No.4-5,KLINIK CMC"
PAPUA,"Dokter Umum","dr. Lany Marlita Matondang","Jl. Ahmad Yani No.37 Timika"
PAPUA,"Dokter Umum","dr. Henny Novia Sari","JL.PENDIDIKAN NO.1 APT.ESLTAR"
PAPUA,"Dokter Umum","dr. Sofian Salpeja Sattu","JL.HASANUDIN NO.4-5,KLINIK CMC"
PAPUA,"Dokter Umum","dr. Pamela Stefanie Sidharta","Jln. Hasanudin Timika"
PAPUA,"Dokter Umum","dr. Marhelen Kadiwaru","JL. CENDERAWASUH .SP 2.TIMIKA"
PAPUA,"Dokter Umum","dr. Risco Purba","Jln. Belibis No. 11"
PAPUA,"Dokter Umum","dr. Merie M. H. Languju","JLN. YOS SUDARSO NO 067"
PAPUA,"Dokter Umum","dr. Jong Lian","JL.HASANUDIN NO.4-5 (KLINIK CM"
PAPUA,"Dokter Umum","dr. Boy Henri Pasaribu","APOTEK SERASI
JL.BELIBIS (DEPA"
PAPUA,"Dokter Umum","DR. BEKTI LESTARI","JL. YOS SUDARSO"
PAPUA,"Dokter Umum","DR. REZKITA GLORIA SINAGA","JL.HASANUDDIN RUKO LETTER U SE"
PAPUA,"Dokter Umum","DR. AGUNG RANTE ALLO","Klinik Albert Medika, Jl. Hasanudin-Irigasi Timika "
PAPUA,"Dokter Umum","DR SITI SYAMSU LAUSIRI","JL HASANUDDIN, KELURAHAN KAMOR"
PAPUA,"Dokter Umum","DR REGINA C.M. CHITA","APOTEK JC FARMA JL. YOS SUDARS"
PAPUA,"Dokter Umum","DR FREIS CANDRAWATI","JL CENDRAWASIH, TIMIKA, WANAGO"
PAPUA,"Dokter Umum","DR. ILMIYAH","APOTEK KOMORO 0 JL. BELIBIS"
PAPUA,"Dokter Umum","dr. Zam Zam Pahlafi","JL. RAYA ABEPURA - SENTANI, AP"
PAPUA,"Dokter Umum","dr. Risna Amir","Apotek Murah Farma 2, Jalan Ahmad Yani Sebelah Mesjid Raya "
PAPUA,"Dokter Umum","dr. Yani Kurniati","JL. RAYA SENTANI NO. 38 WAENA "
PAPUA,"Dokter Umum","dr. Hidayatu Samawiyah","APOTEk HUSADA JLN. SULAWESI NO"
PAPUA,"Dokter Umum","dr. Jhon U.F.M Kembuan","APOTEK BUNDA, JL. RAYA KOTARAJ"
PAPUA,"Dokter Umum","dr. Esterini Eliazar","Jl. CIGOMBONG KOTARAJA, APoTek"
PAPUA,"Dokter Umum","dr. J.V Purwoatmodjo Gunawan","APOTEK SINAR BAHARI , JL. A.YA"
PAPUA,"Dokter Umum","dr. Evi Toriki","APOTEK WAENA JAYA, JL. RAYA SE"
PAPUA,"Dokter Umum","dr. Hesti Purikasari (JST)","APOTEK DIAN FARMA, KOMPLEKS RU"
PAPUA,"Dokter Umum","dr. Meilani Tjong (JST)","APOTEK SAKURA - JL. AYAPO NO. 9 - ABEPURA"
PAPUA,"Dokter Umum","dr. Yulianitha Rapa (JST)","JL. JEND. A.YANI NO.67"
PAPUA,"Dokter Umum","dr. Leonard Hasudungan","JL.Kampkey No. 3 APT.VILLY FAR"
PAPUA,"Dokter Umum","dr. Adrian J. Engel Ansanay","Jl. Raya Sentani Padang Bulan"
PAPUA,"Dokter Umum","dr. Melva D. N. Sirait","Jl. Raya Sentani- Abepura"
PAPUA,"Dokter Umum","DR. dr. Arry Pongtiku, MHM","JL. NUSA TENGGARA NO.1 DOK V"
PAPUA,"Dokter Umum","dr. Alfin Amelia","Jl. Pasifik Indah III Jayapura"
PAPUA,"Dokter Umum","dr. Kamelia Busran","JL. RAYA ABEPURA KM 7 ENTROP"
PAPUA,"Dokter Umum","dr. Rahmadani","Apt. Veteran Komp.Pasar Lama"
PAPUA,"Dokter Umum","dr. Septika Mandasari","Apt.Bucend 2 Jl.Raya Bucend II"
PAPUA,"Dokter Umum","dr. Erik Haron Wamati","Nimboran No 2-4 Dok VIII Jypr"
PAPUA,"Dokter Umum","DR. FATMAWATI","JL RAYA ABEPANTAI TANAH HITAM"
PAPUA,"Dokter Umum","DR. RIESTIYANI MANUPUTTY","APOTIK KASIH FARMA JL.PERCETAKAN NO.30,JAYAPURA UTARA,KOTA JAYAPURA  PAPUA"
PAPUA,"Dokter Umum","DR SAFITRI RAHMADANI","APOTEK KUSUMA KASIH, JL KELAPA"
PAPUA,"Dokter Umum","DR ENJULDELA M ROHROHMANA","JL. TANJUNG RIA DOK IX"
PAPUA,"Dokter Umum","DR HENI WULANDARI","JL. KAYU BATU NO 6 TANJUNG RIA"
PAPUA,"Dokter Umum","DR REZA ANDHIKA PUTRA","APOTEK KIMIA FARMA JL. RAYA AB"
PAPUA,"Dokter Umum","DR HANOVER BUDIANTO","APOTEK SEKAR JAYA - JL TERUNA BAKTI WAENA"
PAPUA,"Dokter Umum","DR. CLAUDIA FERDA SADSUITUBUN","APOTEK NUSANTARA BARU, JL. KOTARAJA DALAM NO. 73"
PAPUA,"Dokter Umum","dr. Ronny Jhon Situmorang","JLN. RAYA ARSO II - SWAKARSA"
PAPUA,"Dokter Umum","dr. Ruslan Dame Marpaung","JLN. RAYA ARSO II - SWAKARSA"
PAPUA,"Dokter Umum","DR FERDINAND UMBU PATI","APOTEK EBEN HAZER - JL. RAMBUTAN NO.282 KAMP. SWAKARSA DISTRIK ARSO"
PAPUA,"Dokter Umum","RICKY W. BOLANG","JLN. KALIMANTAN - KEPI - MAPPI"
PAPUA,"Dokter Umum","RICKY W BOLANG","JLN KALIMANTAN KEPI"
PAPUA,"Dokter Umum","dr. Ira Nova O. Jowangkay","JL. IRIAN KEPI"
PAPUA,"Dokter Umum","dr. Seprina Malinda Simatupang","JL. AYAM KECIL"
PAPUA,"Dokter Umum","TITUS TAMBAIP, DR, M.KES","JLN. MISSI KAMPUNG SOKONGGO"
PAPUA,"Dokter Umum","ANSYE E.R.RUNTUKAHU,DR.","JLN. MISSI TANAH MERAH"
PAPUA,"Dokter Umum","dr. YUKI T","KAMPUNG PERSATUAN"
PAPUA,"Dokter Umum","dr. Gensya Prangomo","JL. TRANS PAPUA KM 02"
PAPUA,"Dokter Umum","Dr. Franciscus X. N Supriyanto","DESA ANGGAI KLINIK SITE ANGGAI"
PAPUA,"Dokter Umum","DR. FRANSCISCUS  SUPRIYANTO","DESA ANGGAI, DISTRIK JAIR, BOV"
PAPUA,"Dokter Umum","DR. RESA RUSTIAN","JL. TRANS PAPUA KM 02, TANAH M"
PAPUA,"Dokter Umum","dr. Angelita Christine Kandio","JL. R.E MARTHADINATA - NABIRE"
PAPUA,"Dokter Umum","dr. Alce Sallao","JLN. RE. MARTHADINATA"
PAPUA,"Dokter Umum","dr. Grace Hertalin Patiung","JL. TIGI GIRIMULYO NABIRE"
PAPUA,"Dokter Umum","DR. JIKI NOVITA JACOBUS","JL. POROS BUMI WONOREJO"
PAPUA,"Dokter Umum","DR. FINDY WIJAYA NURDIN","JALAN POROS WAMI, KM 54"
PAPUA,"Dokter Umum","DR. EFRAYIM TANGKULUNG","JL. POROS YARO KM54"
PAPUA,"Dokter Umum","DR. MAYANG LARASATI","JL. TIGI"
PAPUA,"Dokter Umum","DR. SRI HARYATI","MAMIT"
PAPUA,"Dokter Umum","dr. P. Sibarani","JL.RAYA ABEPURA"
PAPUA,"Dokter Umum","dr. Eddy Trisno","APOTEK ENTROP SEJAHTERA, JL. R"
PAPUA,"Dokter Umum","dr. Ade S. Cahyani","APOTEK SEHAT, JL. AHMAD YANI J"
PAPUA,"Dokter Umum","ORIANO YANAN, DR","JL SELAT MAKASSAR NO 21"
PAPUA,"Dokter Umum","dr. Stevanus Osok","JL. RAYA MERAUKE"
PAPUA,"Dokter Umum","MALAHAYATI, DR","JL MANDALA MERAUKE"
PAPUA,"Dokter Umum","POLI UMUM RSUD MULIA","KOMPLEKS RSUD MULIA"
PAPUA,"Dokter Umum","APOTIK PARAMITA MEDIKA","JL TRANS PAPUA , KOMPLEKS PUSKESMAS"
PAPUA,"Dokter Umum","Apotek Paramita medika","Mandobo boven digoel"
PAPUA BARAT,"Dokter Umum","EMA SURANTA SITEPU, DR","JL. IZAK TELLUSA"
PAPUA BARAT,"Dokter Umum","DEBBY ARIA, DR","JL. FAKFAK"
PAPUA BARAT,"Dokter Umum","MAULANA PATIRAN,DR","JL.IZAK TELUSSA"
PAPUA BARAT,"Dokter Umum","ERY ANGGRAENI,DR","JL.IZAK TELUSSA"
PAPUA BARAT,"Dokter Umum","dr.DEBI A.M. MAMAHA","JL.JENDRAL AHMAD YANI"
PAPUA BARAT,"Dokter Umum","dr.IRMA SARI BATUBARA","JL.CENDRAWASIH"
PAPUA BARAT,"Dokter Umum","dr. RONNEY KALESARAN","JL. NANGKA"
PAPUA BARAT,"Dokter Umum","BENITA PRIYANTI GURNING, DR","JL. NUSA INDAH"
PAPUA BARAT,"Dokter Umum","AGUSTINUS LUTHER, DR","JL. RAYA AIMAS"
PAPUA BARAT,"Dokter Umum","dr. MITSEL","JL. NUSANTARA "
PAPUA BARAT,"Dokter Umum","DR. LEVINA B. SESA","JL. WORTEL (RUKO APOTEK SIMON)"
PAPUA BARAT,"Dokter Umum","ADHE ISMAWAN, DR","JL. YOS SUDARSO"
PAPUA BARAT,"Dokter Umum","IVONNE FANNY KALELE,DR,M.KES","JL. TRIKORA WOSI"
PAPUA BARAT,"Dokter Umum","IRIANTO RAMANDEY,DR","JL.TRIKORA SOWI 4"
PAPUA BARAT,"Dokter Umum","dr. VELVIE MICHICHA KAPARANG","JL.DRS.ESAU SESA"
PAPUA BARAT,"Dokter Umum","dr. IWAN P. BUTAR-BUTAR (JST)","JL. REREMI PUNCAK MANOKWARI"
PAPUA BARAT,"Dokter Umum","dr. NUR WAHIDA","JL.PERCETAKAN NEGARA, "
PAPUA BARAT,"Dokter Umum","DOKTER SANTI M.L SIAHAAN","Jl Yogyakarta Kab. Manokwari"
PAPUA BARAT,"Dokter Umum","DOKTER EFRAYIM TANGKULUNG","JL. POROS SORONG MANOKWARI KM "
PAPUA BARAT,"Dokter Umum","IDA AYU MAS SINIWALI","JALAN ANGKASA MULYONO"
PAPUA BARAT,"Dokter Umum","NINING SURYANI TAMPUBOLON","JL. TRANS TRANS SP9 KOMPLEKS PERUMAHAN PT MEDCOPAPUA HIJAU SELARAS MANOKWARI"
PAPUA BARAT,"Dokter Umum","JOHANIS MUDAK PANGGELO","JALAN TRIKORA WOSI MANOKWARI"
PAPUA BARAT,"Dokter Umum","AGNES AROBAYA","JL. AMBAN PANTAI                                    ,MANOKWARI BARAT"
PAPUA BARAT,"Dokter Umum","A.SWANDARU,DR","JL.JEND.SUDIRMAN"
PAPUA BARAT,"Dokter Umum","WAHYUNI DWI DIANINGSIH, DR","JL, BASUKI RAHMAT KM. 9.5"
PAPUA BARAT,"Dokter Umum","dr. KARTINI W.O. POLII","JL.CENDRAWASIH"
PAPUA BARAT,"Dokter Umum","dr. RUSSEL SUPIT (JST)","JL.SAM RATULANGI"
